arrival_date_year,adults,children,is_repeated_guest,total_of_special_requests,adr,hotel,lead_time,is_canceled,previous_cancellations,booking_changes,required_car_parking_spaces
2016,2,0.0,0,0,102.8,1,89,0,0,1,1
2016,2,0.0,0,1,174.0,1,21,0,0,0,0
2016,2,0.0,1,1,48.0,1,1,0,0,0,0
2016,1,0.0,0,0,35.1,1,59,1,0,0,0
2017,2,0.0,0,1,112.67,0,518,0,0,0,0
2017,1,0.0,1,1,67.0,0,4,0,0,0,1
2017,2,0.0,0,0,99.0,0,128,1,0,0,0
2016,2,0.0,0,0,229.0,1,132,0,0,1,0
2015,2,0.0,0,1,173.0,1,52,0,0,0,0
2016,1,0.0,0,0,40.0,1,0,0,0,0,0
2016,2,0.0,0,1,108.45,0,197,1,0,0,0
2016,1,0.0,0,0,96.0,1,7,0,0,0,1
2016,2,0.0,0,0,80.75,0,234,1,0,0,0
2016,2,0.0,0,0,101.1,0,53,1,0,0,0
2016,1,0.0,0,0,23.93,1,11,0,0,0,0
2016,2,0.0,0,0,88.4,0,45,0,0,0,0
2016,2,0.0,0,0,81.5,0,31,0,0,1,0
2015,2,0.0,0,0,149.0,1,24,1,0,0,0
2016,2,0.0,0,1,152.0,1,165,1,0,0,0
2016,1,0.0,0,1,155.0,0,3,0,0,0,0
2016,2,0.0,0,0,95.0,0,267,1,0,0,0
2016,1,0.0,0,1,0.0,0,0,0,0,0,0
2017,2,0.0,0,1,99.0,0,110,0,0,0,0
2017,2,0.0,0,0,134.1,0,43,0,0,0,0
2016,2,0.0,0,0,126.0,0,10,1,0,0,0
2016,1,0.0,0,0,90.0,0,3,0,0,0,0
2017,2,1.0,0,0,175.0,0,31,0,0,1,0
2016,1,0.0,0,0,90.0,0,1,1,0,1,0
2016,2,2.0,0,1,115.0,1,196,0,0,0,0
2016,1,0.0,0,0,92.0,0,2,0,0,0,0
2016,1,0.0,0,0,159.0,0,0,0,0,0,0
2016,1,0.0,0,0,139.0,1,105,1,0,0,0
2016,2,1.0,0,0,81.5,1,35,0,0,2,1
2016,2,0.0,0,2,102.8,0,125,0,0,0,0
2016,2,0.0,0,0,85.0,1,225,0,0,0,0
2016,2,0.0,0,1,125.0,0,1,0,0,0,1
2017,2,0.0,0,0,80.1,0,73,1,0,0,0
2016,2,0.0,0,0,79.84,1,306,0,0,1,0
2016,1,0.0,0,0,40.0,1,0,0,0,0,0
2017,2,0.0,0,1,79.2,0,73,0,0,0,0
2016,1,0.0,0,0,149.0,0,0,0,0,0,0
2016,2,0.0,0,1,90.95,0,130,1,0,0,0
2017,2,0.0,0,1,99.0,0,75,0,0,0,0
2016,2,2.0,0,0,80.44,1,44,1,0,0,0
2015,1,0.0,0,0,36.0,1,37,0,0,1,0
2017,2,0.0,0,3,159.14,1,50,0,0,0,0
2016,3,0.0,0,2,142.2,0,48,0,0,0,0
2017,2,0.0,0,0,104.55,0,18,0,0,0,0
2017,1,0.0,0,0,115.0,0,95,0,0,2,0
2017,2,0.0,0,0,45.0,1,0,0,0,0,0
2016,2,0.0,0,1,78.3,0,34,1,0,0,0
2016,2,0.0,0,0,75.0,0,16,0,0,0,0
2016,2,0.0,0,0,66.8,1,120,0,0,0,0
2017,2,0.0,0,2,241.67,1,76,0,0,0,0
2016,2,0.0,0,1,141.1,0,7,0,0,0,0
2017,2,0.0,0,1,118.0,0,89,1,0,0,0
2017,1,0.0,1,1,48.0,1,7,0,0,0,0
2016,3,0.0,0,3,127.0,0,5,0,0,0,0
2015,2,0.0,0,0,69.0,1,17,0,0,0,0
2016,1,0.0,0,0,82.0,0,116,0,0,0,0
2016,2,0.0,0,2,88.0,0,32,0,0,0,0
2015,2,0.0,0,1,68.45,1,136,0,0,0,0
2016,1,0.0,0,0,70.0,0,151,0,0,1,0
2016,2,0.0,0,1,136.0,0,116,1,0,0,0
2017,2,0.0,0,1,150.0,0,88,0,0,0,0
2015,2,0.0,0,0,58.95,1,14,0,0,0,0
2017,2,0.0,0,0,91.8,0,30,1,0,0,0
2016,2,0.0,0,0,96.0,0,13,0,0,0,0
2016,2,1.0,0,1,145.5,1,244,0,0,1,0
2017,2,0.0,0,1,91.8,0,39,0,0,0,0
2016,2,0.0,0,0,75.0,0,31,0,0,0,0
2017,1,0.0,0,2,126.9,0,181,0,0,0,0
2016,2,0.0,0,0,131.0,0,0,0,0,0,0
2015,2,0.0,0,2,137.7,1,20,0,0,0,1
2017,2,0.0,0,1,105.64,0,24,0,0,0,0
2015,2,0.0,0,0,100.0,0,0,0,0,2,0
2016,2,0.0,0,0,94.0,1,364,1,0,1,0
2017,2,0.0,0,0,123.0,0,70,0,0,0,0
2016,2,0.0,0,1,152.0,1,181,0,0,0,0
2017,2,0.0,0,1,96.91,0,45,0,0,0,0
2016,2,0.0,0,0,192.0,1,76,0,0,1,0
2016,2,0.0,0,0,80.0,0,7,0,0,0,0
2015,2,0.0,0,0,129.2,1,9,1,0,0,0
2017,1,0.0,1,0,125.0,0,0,0,1,0,0
2016,3,0.0,0,0,168.3,0,81,1,0,0,0
2017,2,0.0,0,3,127.8,0,83,0,0,0,0
2016,1,0.0,0,1,102.0,0,29,0,0,0,0
2016,2,0.0,0,1,88.0,0,17,1,0,0,0
2017,2,0.0,0,1,126.0,0,50,0,0,0,0
2016,3,1.0,0,0,254.0,1,37,0,0,0,1
2015,2,0.0,0,1,50.4,1,12,0,0,0,0
2016,3,0.0,0,2,119.77,0,29,0,0,0,0
2016,1,0.0,0,0,76.0,0,117,0,0,1,0
2016,2,0.0,0,1,58.98,1,29,0,0,0,1
2017,2,2.0,0,0,245.0,0,27,0,0,0,0
2016,1,0.0,0,0,40.0,1,101,0,0,1,0
2016,2,0.0,0,0,57.8,1,180,0,0,0,0
2017,2,0.0,0,1,112.67,0,468,0,0,0,0
2017,2,0.0,0,1,130.5,0,230,0,0,0,0
2016,2,0.0,0,1,106.25,0,261,1,0,0,0
2015,2,0.0,0,1,118.2,0,54,1,0,0,0
2015,1,0.0,0,0,35.0,1,0,0,0,0,1
2016,2,0.0,0,1,105.3,0,41,0,0,0,0
2015,2,0.0,0,0,94.5,0,103,1,0,0,0
2017,2,0.0,0,0,152.1,0,153,0,0,0,0
2015,1,0.0,0,0,114.0,0,1,0,0,0,0
2015,3,0.0,0,0,209.4,1,97,1,0,0,0
2016,2,0.0,0,1,59.28,0,55,0,0,0,0
2016,2,0.0,0,0,45.0,1,0,0,0,0,0
2017,1,0.0,1,0,110.0,0,2,0,0,0,0
2017,2,0.0,0,1,71.69,0,22,0,0,0,0
2016,2,0.0,0,0,96.3,0,130,0,0,0,0
2017,2,0.0,0,2,154.8,0,307,1,0,0,0
2017,2,0.0,0,1,130.5,0,82,0,0,2,0
2017,2,0.0,0,1,88.4,0,119,0,0,0,0
2016,2,0.0,0,3,122.5,0,18,0,0,1,0
2017,2,0.0,0,0,142.0,1,164,1,0,0,0
2017,2,1.0,0,2,148.5,0,219,0,0,0,0
2016,2,1.0,0,0,146.0,1,0,0,0,0,1
2016,1,0.0,0,1,129.0,0,3,0,0,1,0
2016,2,0.0,0,2,58.0,1,4,0,0,0,0
2016,2,0.0,0,2,166.0,0,18,0,0,1,0
2017,2,0.0,0,0,40.0,1,16,0,0,1,0
2016,2,0.0,0,0,75.0,0,20,1,0,0,0
2017,2,0.0,0,2,76.5,0,34,0,0,0,0
2017,2,0.0,0,1,105.08,0,221,0,0,0,0
2016,2,0.0,0,0,125.1,0,54,1,0,1,0
2016,2,0.0,0,0,65.66,0,66,1,0,1,0
2015,2,0.0,0,0,80.0,1,58,0,0,0,0
2017,2,0.0,0,2,158.0,0,1,0,0,0,0
2017,2,0.0,0,1,129.6,0,142,1,0,0,0
2017,2,0.0,0,1,89.4,0,174,0,0,0,0
2015,2,0.0,0,0,62.0,0,20,0,0,0,0
2016,2,0.0,0,0,80.75,0,149,0,0,0,0
2016,2,0.0,0,1,88.35,0,6,0,0,0,0
2016,2,0.0,0,0,90.0,0,107,0,0,0,0
2016,2,0.0,0,0,72.0,0,2,0,0,0,0
2015,2,0.0,0,0,103.05,0,41,0,0,0,0
2017,2,0.0,0,4,90.09,0,195,0,0,0,0
2017,2,0.0,0,3,96.67,1,10,1,0,0,0
2016,2,0.0,0,1,156.0,0,4,0,0,0,0
2017,2,0.0,1,1,75.0,0,4,0,2,0,0
2016,3,0.0,0,0,375.5,0,21,0,0,0,0
2016,2,0.0,0,0,100.8,0,133,1,0,0,0
2016,2,0.0,0,1,99.0,1,13,0,0,0,1
2015,2,0.0,0,0,54.4,1,6,1,1,0,0
2015,2,0.0,0,0,44.5,1,287,1,1,1,0
2016,2,0.0,0,1,81.5,0,237,0,0,1,0
2016,2,2.0,0,0,181.0,1,19,0,0,0,1
2016,2,0.0,0,1,58.0,1,109,0,0,0,0
2016,2,0.0,0,0,66.0,1,223,0,0,3,0
2016,2,0.0,1,0,61.5,1,343,0,0,2,0
2016,2,0.0,0,0,72.0,1,8,0,0,0,0
2015,2,0.0,0,0,79.2,0,3,1,0,0,0
2017,2,1.0,0,0,200.7,0,114,1,0,0,0
2015,2,2.0,0,0,64.0,0,8,0,0,0,0
2016,2,0.0,0,0,109.8,0,40,0,0,0,0
2017,1,0.0,0,1,40.0,1,0,0,2,0,0
2016,2,0.0,0,0,99.45,0,112,1,0,0,0
2016,2,0.0,0,1,77.0,0,4,0,0,1,1
2016,2,0.0,0,1,116.0,1,96,0,0,0,0
2017,1,0.0,1,0,80.0,0,5,0,1,0,0
2017,3,0.0,0,2,214.0,0,11,0,0,0,0
2017,2,0.0,0,0,88.0,0,0,0,0,0,0
2016,2,0.0,0,0,107.95,0,136,0,0,0,0
2017,2,0.0,0,2,104.33,1,72,0,0,0,1
2016,2,0.0,0,0,98.6,0,172,0,0,2,0
2016,1,0.0,0,0,140.0,1,7,0,0,0,0
2016,2,0.0,0,0,90.95,0,185,1,0,0,0
2016,2,0.0,0,0,81.0,0,54,0,0,1,0
2017,2,0.0,0,0,130.0,0,183,1,0,0,0
2015,2,0.0,0,1,0.0,0,88,0,0,0,0
2015,2,0.0,0,1,94.5,0,31,0,0,0,0
2017,2,0.0,0,1,90.0,1,96,1,0,0,0
2016,3,0.0,0,2,152.28,1,207,0,0,1,0
2016,2,0.0,0,2,153.0,0,101,1,0,0,0
2016,1,0.0,0,1,50.0,0,0,0,0,2,1
2016,2,0.0,0,1,105.3,0,101,1,0,0,0
2015,2,0.0,0,0,62.0,0,294,1,1,0,0
2015,2,0.0,0,0,70.83,0,34,1,0,0,0
2017,2,0.0,0,1,139.5,0,183,0,0,0,0
2016,2,0.0,0,0,85.0,1,94,0,0,0,0
2016,2,1.0,0,2,168.0,0,1,0,0,0,1
2016,1,0.0,1,1,66.0,0,3,0,0,0,0
2017,2,0.0,0,0,118.1,1,129,0,0,0,1
2017,2,0.0,0,0,138.9,0,185,1,0,0,0
2016,2,2.0,0,0,76.0,1,3,0,0,0,1
2017,2,0.0,0,0,118.5,1,229,0,0,0,0
2017,2,0.0,0,0,35.33,1,36,0,0,1,0
2017,2,0.0,0,1,77.23,0,38,0,0,0,0
2016,1,0.0,0,1,117.9,1,251,1,0,1,0
2016,2,0.0,0,0,53.72,0,35,0,0,0,0
2017,2,2.0,0,0,228.0,0,217,0,0,1,0
2016,3,0.0,0,0,135.76,0,40,1,0,0,0
2017,2,0.0,0,0,95.49,0,162,0,0,0,0
2016,2,0.0,0,0,102.85,0,68,0,0,0,0
2016,2,0.0,0,1,101.0,1,1,0,0,0,1
2015,2,0.0,0,0,112.2,0,2,0,0,0,0
2016,1,0.0,0,1,43.0,1,14,1,0,0,0
2016,2,0.0,0,0,81.0,1,45,1,0,0,0
2016,2,1.0,0,1,87.0,1,26,1,0,0,0
2015,2,0.0,0,0,167.0,1,48,1,0,0,0
2015,3,1.0,0,0,115.0,1,0,1,0,1,0
2016,2,0.0,0,1,68.0,1,542,0,0,0,0
2016,2,0.0,0,1,80.85,0,18,0,0,0,0
2017,2,0.0,0,1,92.4,0,75,0,0,0,0
2017,2,0.0,0,0,139.5,0,91,0,0,0,0
2016,2,0.0,0,1,191.0,1,24,0,0,0,1
2015,2,0.0,0,0,56.0,1,0,0,0,1,0
2016,2,0.0,0,0,30.0,1,0,0,0,0,0
2017,2,0.0,0,0,66.4,1,27,0,0,1,0
2016,2,3.0,0,0,125.0,1,58,0,0,0,0
2017,2,0.0,0,0,79.2,0,52,1,0,0,0
2017,2,0.0,0,2,91.8,0,10,0,0,0,0
2017,2,0.0,0,0,175.5,0,96,1,0,0,0
2016,1,0.0,1,1,65.0,0,1,0,0,0,0
2016,1,0.0,0,0,110.0,0,10,0,0,0,0
2016,1,0.0,0,3,146.03,0,124,0,0,0,0
2017,1,0.0,0,0,125.0,0,115,0,0,1,0
2016,2,0.0,0,1,48.0,1,6,0,0,0,0
2017,2,0.0,0,1,54.0,1,312,1,0,0,0
2017,2,0.0,0,0,106.0,0,39,0,0,0,0
2017,2,0.0,0,0,108.0,0,51,1,0,0,0
2016,2,0.0,0,0,86.7,0,290,1,0,0,0
2016,2,0.0,0,0,85.0,0,30,0,0,0,0
2016,2,0.0,0,1,204.0,1,2,0,0,1,0
2016,2,0.0,0,1,55.8,1,56,1,0,0,0
2016,2,0.0,0,1,62.0,1,40,0,0,0,1
2017,2,0.0,0,0,192.0,1,159,1,0,0,0
2015,2,0.0,0,0,38.4,1,0,0,0,0,0
2016,2,0.0,0,0,71.6,0,64,0,0,0,0
2016,2,0.0,0,1,114.3,0,96,0,0,0,0
2016,2,0.0,0,0,95.14,1,28,0,0,0,0
2017,2,0.0,0,1,117.0,0,81,0,0,0,0
2016,2,0.0,0,0,177.5,1,72,1,0,0,0
2017,2,0.0,0,0,126.0,0,47,1,0,0,0
2016,2,0.0,0,0,75.9,0,137,1,0,0,0
2016,2,1.0,0,1,106.03,0,100,0,0,2,0
2017,2,2.0,0,1,165.0,1,32,0,0,0,0
2015,1,0.0,0,1,70.0,0,98,0,0,0,0
2016,2,0.0,0,0,84.15,0,71,1,0,0,0
2017,2,0.0,0,2,79.2,0,143,0,0,1,0
2016,2,1.0,0,0,127.8,0,119,1,0,0,0
2016,1,0.0,0,0,74.0,0,101,1,0,0,0
2015,2,0.0,0,1,170.33,1,80,0,0,0,1
2017,2,0.0,0,3,120.0,0,13,0,0,2,0
2016,2,0.0,0,1,55.25,1,181,1,0,8,0
2016,2,0.0,0,0,95.0,0,10,0,0,0,0
2017,3,0.0,0,1,229.13,1,185,0,0,0,0
2015,2,0.0,0,2,78.1,1,77,0,0,0,0
2017,3,0.0,0,0,198.0,0,115,1,0,0,0
2017,2,2.0,0,0,92.0,1,5,0,0,0,1
2015,2,0.0,0,0,70.0,0,5,0,0,0,0
2017,2,0.0,0,2,141.83,0,315,1,0,3,0
2016,2,0.0,0,0,145.8,0,78,0,0,0,0
2015,2,0.0,0,1,166.5,1,106,0,0,0,1
2016,0,0.0,0,2,69.5,0,4,0,0,2,0
2017,2,0.0,0,2,108.56,1,129,0,0,0,0
2017,2,0.0,0,0,133.07,0,145,1,0,0,0
2016,2,0.0,0,1,79.0,0,0,0,0,0,0
2015,2,0.0,0,2,122.0,1,65,0,0,0,1
2017,2,0.0,0,1,160.0,0,34,0,0,0,0
2016,2,0.0,0,0,59.0,1,294,0,0,0,0
2016,1,0.0,0,0,79.0,0,0,0,0,0,0
2016,1,0.0,0,0,105.0,1,2,0,0,1,0
2016,1,0.0,0,1,97.0,0,0,0,0,0,0
2016,2,0.0,0,2,74.8,0,35,1,0,2,0
2017,1,0.0,0,1,104.0,1,8,0,0,0,1
2016,2,0.0,0,1,46.0,1,25,0,0,0,0
2017,1,0.0,0,0,65.0,0,1,0,0,1,0
2017,1,2.0,0,1,223.07,1,183,0,0,0,0
2016,2,0.0,0,0,41.76,1,64,0,0,0,0
2017,2,0.0,0,0,279.5,1,16,1,0,0,0
2017,2,0.0,0,0,80.1,0,170,0,0,0,0
2016,2,0.0,0,1,82.45,0,76,0,0,0,0
2016,2,0.0,0,1,100.87,0,132,0,0,0,0
2015,2,0.0,0,0,110.7,1,164,1,0,0,0
2017,1,0.0,1,1,142.0,1,2,0,0,1,1
2017,3,0.0,0,0,207.38,0,225,0,0,0,0
2017,1,0.0,0,2,104.0,0,213,0,0,1,0
2017,1,0.0,0,1,118.86,0,120,1,0,0,0
2016,2,0.0,0,0,11.53,1,275,0,0,6,0
2015,2,0.0,0,0,75.0,0,0,0,0,0,0
2017,2,0.0,0,2,65.04,1,227,1,0,0,0
2017,2,0.0,0,2,56.57,1,174,1,0,0,0
2016,1,0.0,1,1,67.0,0,1,0,0,0,1
2017,2,0.0,0,2,190.0,0,29,1,0,0,0
2017,2,0.0,0,2,106.2,0,88,0,0,0,0
2017,2,0.0,0,2,47.5,1,194,0,0,0,0
2016,2,0.0,0,1,151.0,0,4,0,0,0,0
2016,2,0.0,0,0,67.25,1,18,1,0,0,0
2016,2,0.0,0,0,143.6,0,9,1,0,0,0
2016,2,0.0,0,0,210.43,1,35,1,0,0,0
2017,3,0.0,0,1,172.49,1,189,1,0,0,0
2017,1,0.0,0,0,117.0,0,26,1,0,0,0
2016,2,0.0,0,0,92.1,1,216,0,0,0,0
2015,1,0.0,0,0,35.0,1,26,0,1,0,0
2016,1,0.0,0,0,112.05,0,99,1,0,0,0
2017,1,0.0,0,0,126.0,0,93,0,0,0,0
2016,1,0.0,0,0,59.0,0,4,0,0,1,0
2015,2,0.0,0,1,211.0,1,6,0,0,0,0
2016,3,0.0,0,0,157.0,0,9,0,0,0,0
2016,2,0.0,0,0,94.5,0,125,0,0,0,0
2017,1,0.0,1,1,65.0,0,5,0,1,0,0
2015,2,2.0,0,0,0.0,0,15,0,0,1,0
2017,2,0.0,0,0,42.0,1,111,1,0,0,0
2017,2,0.0,0,2,89.1,0,243,0,0,0,0
2016,2,0.0,0,0,106.68,0,110,1,0,0,0
2017,3,0.0,0,0,198.0,0,103,0,0,0,0
2017,2,2.0,0,0,189.0,0,199,1,0,1,0
2017,2,0.0,0,0,63.2,1,214,0,0,1,0
2017,2,0.0,0,0,68.4,1,210,0,0,1,0
2015,3,0.0,0,1,207.85,1,174,0,0,0,0
2017,2,0.0,0,0,143.1,0,132,0,0,0,0
2016,2,0.0,0,1,61.2,1,62,1,0,0,0
2017,2,1.0,0,1,177.75,0,242,1,0,0,0
2016,2,0.0,0,2,135.0,0,2,0,0,0,0
2016,2,0.0,0,2,104.0,0,19,0,0,0,0
2017,2,1.0,0,2,266.0,1,22,1,0,0,0
2016,2,0.0,0,0,84.0,1,0,0,0,1,0
2016,1,0.0,0,0,25.0,1,2,0,0,0,0
2015,2,0.0,0,2,76.5,0,97,1,0,0,0
2016,1,0.0,1,1,40.0,0,57,0,0,2,0
2017,2,0.0,0,4,200.0,1,173,0,0,0,0
2016,3,0.0,0,1,150.45,0,77,1,0,1,0
2017,2,0.0,0,1,108.0,0,23,0,0,0,0
2016,2,0.0,0,2,109.0,0,35,0,0,0,0
2017,2,0.0,0,1,112.0,0,44,0,0,0,0
2017,2,0.0,0,0,73.5,1,136,0,0,0,1
2016,2,0.0,0,1,165.0,0,0,0,0,0,0
2017,2,0.0,0,3,91.85,0,315,1,0,1,0
2016,1,0.0,0,0,86.0,0,57,1,0,2,0
2017,1,0.0,0,0,40.5,1,30,0,0,2,0
2016,2,0.0,0,0,90.9,1,86,0,0,1,0
2016,2,1.0,0,0,198.9,0,68,1,0,0,0
2017,2,0.0,0,2,140.0,0,0,1,0,0,0
2016,2,0.0,0,0,30.0,1,19,0,0,1,0
2017,2,0.0,0,0,98.0,0,16,0,0,0,0
2016,2,0.0,0,0,74.76,1,215,0,0,0,0
2015,2,0.0,0,1,100.7,1,47,0,0,0,1
2016,2,0.0,0,0,58.1,1,216,0,0,0,0
2016,2,0.0,0,0,88.2,0,42,0,0,0,0
2017,2,0.0,0,1,91.14,0,200,1,0,0,0
2017,2,1.0,0,0,100.3,0,231,1,0,0,0
2015,2,1.0,0,1,193.81,1,13,0,0,0,1
2017,2,0.0,0,0,107.1,0,263,0,0,0,0
2017,2,0.0,0,1,44.0,0,0,0,0,0,0
2017,2,0.0,0,1,120.0,0,36,0,0,1,0
2015,2,1.0,0,0,187.11,1,44,0,0,0,1
2016,1,0.0,0,0,27.0,1,11,0,0,0,0
2016,1,0.0,0,0,43.0,1,15,1,0,0,0
2015,3,0.0,0,1,195.5,1,115,0,0,0,1
2016,2,0.0,0,0,61.2,1,101,0,0,0,0
2016,2,0.0,0,2,99.0,0,19,0,0,0,0
2016,1,0.0,1,1,0.0,0,4,0,0,0,0
2016,1,0.0,0,0,73.6,0,39,0,0,0,0
2016,2,0.0,0,0,69.64,0,91,0,0,0,0
2017,2,0.0,0,1,67.5,1,212,0,0,0,0
2016,2,0.0,0,1,102.6,0,66,1,0,0,0
2016,2,0.0,0,2,106.2,0,157,1,0,0,0
2016,2,0.0,0,0,75.0,0,48,0,0,0,0
2016,2,0.0,0,2,115.68,0,18,1,0,0,0
2016,2,2.0,0,2,150.45,0,88,0,0,0,0
2017,2,0.0,0,1,159.0,0,3,0,0,0,0
2017,2,0.0,0,1,120.0,0,82,1,0,0,0
2017,2,0.0,0,0,43.2,1,96,0,0,0,0
2015,1,0.0,0,0,77.0,0,3,0,0,0,0
2017,2,0.0,0,1,100.18,1,177,0,0,0,0
2016,2,1.0,0,0,84.33,0,5,0,0,1,0
2015,2,0.0,0,0,58.95,1,206,0,0,0,0
2017,2,0.0,0,0,89.1,0,140,1,0,0,0
2016,2,0.0,0,0,97.2,0,56,0,0,0,0
2016,2,0.0,0,1,103.7,0,181,0,0,0,0
2017,1,0.0,0,1,111.0,1,123,1,0,0,0
2015,2,0.0,0,1,82.45,0,0,0,0,0,0
2016,3,0.0,0,1,126.0,0,74,0,0,0,0
2016,2,0.0,0,1,52.2,1,232,1,0,0,0
2016,2,0.0,0,0,66.0,1,364,0,0,0,0
2016,2,0.0,0,1,95.0,0,3,1,0,0,0
2016,1,0.0,0,2,95.0,0,0,0,0,3,0
2016,2,0.0,0,1,103.42,0,123,0,0,1,0
2016,2,0.0,0,0,80.75,0,45,0,0,0,0
2017,1,0.0,0,1,45.0,1,1,0,0,0,0
2016,1,0.0,0,0,87.3,0,54,0,0,2,0
2016,2,0.0,0,0,105.3,0,58,1,0,0,0
2016,1,0.0,0,0,42.0,1,2,0,0,0,0
2016,2,0.0,0,2,118.0,1,116,0,0,0,1
2016,1,0.0,1,0,65.0,0,4,1,0,1,0
2016,2,0.0,0,0,80.75,0,188,0,0,0,0
2016,2,0.0,0,0,29.0,1,54,1,0,0,0
2017,2,0.0,0,1,139.5,0,150,1,0,0,0
2016,1,0.0,0,0,92.75,1,70,1,0,0,0
2015,2,0.0,0,1,46.2,1,27,0,0,1,0
2016,2,0.0,0,1,137.33,0,24,0,0,2,0
2016,2,0.0,0,0,65.32,1,69,0,0,0,0
2016,2,0.0,0,2,80.75,0,166,1,0,0,0
2016,2,0.0,0,0,48.0,1,47,0,0,0,0
2015,2,0.0,0,0,43.2,1,36,0,0,1,0
2015,2,0.0,0,1,66.6,1,143,0,0,0,0
2016,2,2.0,0,0,231.0,0,32,1,0,0,0
2017,1,0.0,0,0,130.0,0,30,0,0,0,0
2016,2,0.0,0,1,39.0,1,3,0,0,0,0
2015,2,0.0,0,1,213.4,1,125,0,0,0,1
2016,1,0.0,0,1,133.98,0,82,0,0,0,0
2017,2,0.0,0,0,135.0,1,27,1,0,0,0
2015,2,1.0,1,0,183.0,1,0,1,0,0,0
2016,2,0.0,0,0,47.0,1,100,0,0,6,0
2016,2,0.0,0,1,79.0,1,0,0,0,0,1
2017,1,0.0,1,0,48.0,1,7,0,0,0,0
2017,1,0.0,0,2,120.0,0,19,0,0,0,0
2017,2,0.0,0,0,83.16,0,82,0,0,0,0
2017,2,0.0,0,2,160.0,0,14,0,0,0,0
2016,2,0.0,0,0,37.44,1,101,0,0,0,0
2017,2,2.0,0,2,202.5,0,102,1,0,0,0
2015,2,0.0,0,0,55.96,0,94,1,0,0,0
2016,2,0.0,0,0,61.33,1,2,0,0,0,0
2017,3,0.0,0,2,151.2,0,104,0,0,0,1
2016,2,0.0,0,1,62.0,1,23,0,0,0,1
2017,2,1.0,0,0,185.0,0,48,0,0,0,0
2017,2,0.0,1,2,44.0,1,0,0,0,0,1
2016,2,0.0,1,1,0.0,0,1,0,0,0,0
2016,2,0.0,0,0,83.85,1,104,0,0,1,0
2017,2,0.0,0,0,96.25,0,239,0,0,0,0
2016,2,0.0,0,0,79.56,0,132,0,0,0,0
2016,2,0.0,0,0,118.8,0,107,1,0,0,0
2015,2,0.0,0,0,62.0,0,50,0,0,0,0
2017,1,0.0,0,4,75.0,0,16,0,0,1,0
2016,3,0.0,0,1,161.78,0,53,0,0,0,0
2017,2,0.0,0,1,117.0,0,206,0,0,0,0
2015,2,0.0,0,2,91.35,1,64,0,0,1,0
2016,2,0.0,0,1,120.0,1,21,0,0,1,0
2016,2,0.0,0,2,67.0,1,3,0,0,0,1
2015,3,0.0,0,1,218.3,1,23,0,0,0,0
2017,2,1.0,0,0,100.0,0,79,0,0,0,0
2016,2,0.0,1,1,64.0,1,10,0,0,0,0
2017,2,0.0,0,3,161.67,0,30,0,0,0,0
2017,2,0.0,0,0,79.2,0,72,1,0,2,0
2016,2,0.0,0,1,160.0,1,175,1,0,0,0
2017,1,0.0,0,0,75.0,0,43,0,0,0,0
2017,1,0.0,0,1,215.0,0,40,1,0,0,0
2015,2,0.0,0,0,63.92,1,10,1,0,0,0
2016,2,0.0,0,2,119.85,0,92,0,0,0,0
2016,2,0.0,0,1,50.36,1,156,0,0,0,0
2017,1,0.0,0,2,148.0,0,13,0,0,0,0
2016,2,0.0,0,1,81.77,0,246,0,0,0,0
2016,2,0.0,0,0,72.0,1,113,1,0,0,0
2016,2,0.0,0,0,65.2,0,17,0,0,1,0
2016,2,0.0,0,4,85.0,1,249,0,0,1,0
2016,2,1.0,0,2,125.5,1,155,1,0,1,0
2016,2,0.0,0,1,90.0,1,244,1,0,0,0
2017,2,2.0,0,0,57.4,1,4,0,0,0,1
2016,2,0.0,0,2,126.9,0,163,1,0,1,0
2017,2,0.0,0,1,96.0,1,0,0,0,0,0
2017,1,0.0,0,0,0.0,1,41,0,0,1,0
2016,1,0.0,0,1,120.0,0,181,0,0,0,0
2017,2,0.0,0,1,130.0,0,64,0,0,0,0
2017,1,0.0,1,0,35.0,1,0,0,0,0,0
2016,2,0.0,0,0,118.8,0,56,1,0,0,0
2016,2,0.0,0,0,52.56,1,123,0,0,0,0
2016,2,0.0,0,0,112.0,0,44,0,0,0,0
2017,2,0.0,0,1,101.25,1,15,1,0,0,0
2016,2,0.0,0,1,140.4,0,72,1,0,0,0
2016,2,0.0,1,0,38.0,1,0,0,0,1,0
2017,2,1.0,0,0,136.0,0,60,0,0,0,0
2017,2,0.0,0,0,84.47,1,9,0,0,0,0
2016,2,0.0,0,1,62.0,0,139,0,0,0,0
2016,2,0.0,0,0,65.31,1,110,1,0,0,0
2015,1,0.0,0,1,85.85,0,9,1,1,0,0
2016,2,2.0,0,1,166.0,1,73,1,0,2,0
2016,2,0.0,1,1,0.0,1,0,0,0,0,0
2016,1,0.0,0,0,46.0,1,0,0,0,0,1
2016,2,0.0,0,0,86.0,1,39,1,0,0,0
2017,1,0.0,0,1,159.0,1,1,0,0,3,0
2016,3,0.0,0,0,150.3,0,30,1,0,0,0
2016,2,0.0,0,1,71.94,1,57,0,0,0,0
2017,2,0.0,0,1,107.73,0,22,0,0,0,0
2016,2,1.0,0,0,184.8,1,115,1,0,0,0
2016,2,0.0,0,0,77.25,0,17,1,0,1,0
2016,2,0.0,0,1,100.1,1,60,0,0,0,0
2017,2,0.0,0,0,12.0,0,0,1,0,0,0
